Username,Review,Media,Rating,Date
Andri,"Selalu suka sama packingnya, dan bisa dibilang sunset in sumba ini one of the best variant project 1945. Dia emang bukan wangi yg tahan lama bgt tp wanginya bikin tenang dan segar.",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,10 bulan lalu
S***e,"gokil, aromanya enak² semua project 1945. kebetulan sudah punya semua varian FB nya. semua aromanya mass pleasing dengan kualitas juice kelas atas. parfum lokal yang benar-benar bisa go internasional.  edit : lupa masukkan kode voucher jd gak dapat cashback 45rb😭😭😭",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Haidar,"wanginya oke bgt, cocok di pagi/sore ke malem sih",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,2 bulan lalu
Antoni,"wangi kayak ada mint minta gt, rapih packing, botolnya menarik banget,,,👍🏻",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,3 bulan lalu
M***o,Scent : Ok SPL : Loyo (padahal pemakaian >10 spray termasuk dititik nadi & baju),https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,4,10 bulan lalu
Heru,"Herada though : Sesuai namanya Sunset, ketika pergantian siang ke malam akan ada unsur ""magis"" yang muncul pertama kamu semprotkan. Spicy diawal memang, tapi spic...",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
M***a,Mengingatkan parfum Lac*ste yg dulu kala,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,3 minggu lalu
Mohammad,wangi yang berkesan confident tapi ga terlalu frontal. mirip sama wangi nya aigner pour homme. 100% langganan #localpride,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Nugroho,"wangi enak, kesannya hangat. pengemasan dan pengiriman cepat.",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,5 hari lalu
C***f,udah repurchase ke 385928274x wanginya cocok banget dipakai daily,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
ahmad,mantapp jiwaaaa.......kerenn. nuhunnnn project 1945,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,2 bulan lalu
Firdy,wangi tembakau nya enak banget... wangi kaya bungkus rokok yg harum.. khas bgt indonesia .. cloves nya juara... bisa saingan sama The Perfection nya si HMNS dgn harga yg...,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Febrian,harumnya seger.. baru unboxing. mudah2an wangi tahan lama .,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
M***o,"Wangi nya enak, namun pengiriman jkt-jog lumayan lama, melebihi estimasi.",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,4,2 minggu lalu
H***h,Selalu cocok dengan produk dari Project 1945,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,8 bulan lalu
Bram,Wanginya unik ditambah pengalaman uboxing yg gak biasa dan dapet voucher diskon.,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,10 bulan lalu
Rendy,"Boxnya bagus. Desain keren. Warna cocok bgt sama baunya. Fresh,elegant,dry down mellow",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Rhoald,Bagus amat packagingnya. Wanginya juga enakkkk. Wah bangga deh sama brand ini. Jadi ko coba parfum lainnya. 🧡,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,10 bulan lalu
B***i,"parfume lokal pertama yg sy cocok, ayo dukung parfume lokal indonesia",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,10 bulan lalu
Kezia,"sudah repurchase yang ketiga kali. sesuka itu sama wanginya. mantap project 1945, keep on doing the good work! anw, udah kedua kali dapat tester yang princess of java, itu juga enak wanginya.",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Ardiansyahlubis,"wanginya kyk kenal tapi apaa gitu ,  dpet tester prince of java wanginya cewek banget",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
luqy,Wanginya sangat elegant dan tidak lengket di kuliy,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
K***n,semprotan pertama baunya jaya gesbi 😁😁 lama lama wangi mirip glasier oren,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,10 bulan lalu
K***n,"terima kasih project 1945, terima kasih sicepet sangat cepet, udah botol ke 3 , mantaaps",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,5 bulan lalu
T***i,Mantaapp.. wanginya cocok banget.. thank you,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
syuhada,"mantaaaapp wanginyaaaa, fast respon, good packing",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
J***i,Buat anak cowo￼ wanginya bikin rindu. Mau beli lagi nanti buat emaknya.,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
V***a,"Expectation : Hari ini koleksi nya akhirnya lengkap. Reality : Muncul varian baru si ""Apresiasi"" Di tunggu release an Full Bottle nya 😂",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Farrelo,"Mantap baunya, packaging keren","https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
I***l,"suka yg ini, seger  ada spicy, suka sekali",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
M***d,"MANTAP BENER, MACAM"" NOTESNYA BIKIN NENEK SAYA BANGKIT DARI KUBUR SAMBIL SALTO""",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,1 minggu lalu
agung,Terimakasih pelayanannya sangat memuaskan hehe,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
h***f,"Wanginya enak, cocok buat lelaki",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
A***q,Enak. Tapi ga dapet bonus tester ☹️,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,4 bulan lalu
Angga,"Smell good, afordable price 🤙","https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
Faizal,gegara liat beberapa review jd penasaran 😁,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
W***r,"kacau sih wanginya, enak parahh",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Tamba,menarik wangingya... dengan ukuran 100ml,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,10 bulan lalu
V***d,barang bagus..pengiriman cepat,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,9 bulan lalu
Maulana,"Udah nyoba versi mini nya dan enak banget, paling suka wangi tipe kaya gini atau juga Batavia. Tapi boleh dibilang ini ga terlalu versatile yah, klo lagi panas2 jangan de...",,5,1 minggu lalu
Arham,"wanginya enak, blind buy pun kayaknya aman2 aja tapi jangan berharap projection smpe 2 meter, karena parfumnya soft ga nyakitin hidung. ketahanan di kulit 4-5 jam, dibaju...",,5,3 bulan lalu
ifan,"kualitas tutup botolnya tolong bisa lebih bagus untuk harga segitu, baru pake 2 hari udah patah dan ga nutup",,5,Lebih dari 1 tahun lalu
sutria,"Produk diterima dengan baik, tidak ada pecah, packaging masih rapi",,5,6 bulan lalu
S***a,"Pas di Semasa galau antara Ubud dan Sumba, tapi akhirnya memutuskan untuk bawa pulang Ubud. Pas dapat info kalau Sumba bakal di discontinue, tanpa ragu langsung check out...",,5,Lebih dari 1 tahun lalu
M***d,"Barang sudah sampai dan suka banget sama wanginya Tapi sayang bonusnya kayaknya gak keikut 😅, but overall sangat puas sama produknya",,5,6 bulan lalu
Frans,Wangi mirip sama. Hugo Boss Orange. Menenangkan Hati 🥰,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
A***a,"Setelah nyobain exploration kitnya, pilihan jatuh ke Sunset in Sumba. Wanginya bener² unik dan maskulin. Akhirnya beli versi 100 ml, semoga ketahanan wanginya sama dgn ve...",,5,Lebih dari 1 tahun lalu
H***a,"wanginya sesuai ekspektasi, tapi sayangnya sprayer parfum bocor saat dipakai",,4,Lebih dari 1 tahun lalu
Teuku,"Seperti biasa, proses pengiriman cepat 👍  Untuk wangi, jujur saya lebih suka yg versi 1.0 drpd yg 2.0. Ini . Yg 2.0. Ini mnrt saya wangi-nya lebih simple, lebih light dr...",,5,6 bulan lalu
M***l,"wanginya oke, ketahanan lumayan lama. hanya kualitas botol dan spraynya perlu diperhatikan",,4,8 bulan lalu
Muhammad,"Packing aman kebocoran, respon seller baik, cuma aroma produk bagi sy bikin pusing",,5,Lebih dari 1 tahun lalu
j***o,"Paket aman, kiriman cepat. Kemasan produk OK, harga disc. Wangi Ok unik, applenya terasa, hanya SPLnya aja yg kurang. Seller ok responsif.",,4,6 bulan lalu
Renryudan,"penilaian pribadi, lebih suka yang versi 2.0 ini lebih seger karena ada aroma apelnya di awal yg ga langsung semerbak spicy dan woodynya jadi lebih bertahap gitu, sedep b...",,5,10 bulan lalu
H***s,"Dusnya bagus dan rapi banget, sablonan di dusnyapun seperti dus parfum mahal. Wanginya di luar ekspektasi, enak dan suka banget 👍🏽",,5,10 bulan lalu
Darryl,"kualitas packaging bagus, wangi sangat cocok mantap 👍👍",,5,Lebih dari 1 tahun lalu
W***y,"kepakai gopay coin, jadinya voucher auto ke reject Tokopedia karena belum mencapai min pembayaran 245rb, parah sih  ketahanan paling mendingan di antara exploration1.0, s...",,5,Lebih dari 1 tahun lalu
Rindu,"Seger diawal, lama2 ada hint manisnya. Cocok dipake pas siang-sore",,5,Lebih dari 1 tahun lalu
Jun,"wanginya enak, untuk performa keseluruhan 3/5, projection sama longetivitynya masih kurang puas jika disandingkan dengan motto ""dari indonesia untuk dunia"", tapi...",,5,Lebih dari 1 tahun lalu
Y***s,"First sniff langsung suka pake banget! Memang tipikal yang spicy yet warm dan yang pastinya sopan banget masuk ke hidung, ketahanan kalo dikulit gw best for 6 hour tapi m...",,5,10 bulan lalu
A***r,"wanginya ngeblend jadi gak terlalu warm, gak terlalu manis, pas lah pokoknya. top  project 1945",,5,9 bulan lalu
Fadil,"Wanginya enak banget. Buat kalian yang suka wangi bold, strong bakal suka ini. Cocok buat acara formal atau dipakai pas malam.",,5,5 bulan lalu
S***f,"overall bagus wanginya enak tapi ketahanan kurang,kurang kuat dan semprotannya suka macet",,3,Lebih dari 1 tahun lalu
Fikhi,Aroma yg khas dan bold enak untuk dipake. Puas dengan aroma nya 👍👍👍,,5,10 bulan lalu
Nanda,"packaging bagus dan aman. aroma parfum nya lumayan kenceng, segar orange diawal lalu hangat spices dibelakang",,5,Lebih dari 1 tahun lalu
Cipta,Mungkin gw dapat batch nya yg lg jelek kali yah?  gw mesti crut berkali2 biar bisa cium wanginya.. Dan ga lama juga wanginya sama mesti nempel banget ke hidung biar keciu...,,4,5 bulan lalu
Shohibul,notes apple sama cardamom nya well blended sekali. pengiriman cepat juga cuma sehari 👍,,5,9 bulan lalu
Fery,"wangi kurang awet aja, cuman sekitar 3 4 jam .. tapi enak",,4,Lebih dari 1 tahun lalu
A***h,"packing sangat-sangat aman, wanginya gak usah diragukan. sesuai dengan apa yang sudah pada ngereview",,5,8 bulan lalu
Khoirul,Enak baunya. Bikin pacar makin lengket. Ini masih blm lepas.,,5,Lebih dari 1 tahun lalu
Rizqi,"setelah beli tester akhirnya pilihan jatuh sama sunset in sumba ini, wanginya ga pasaran dan punya ciri khas sendiri gada kepikiran ""kayak pernah nyium bau kayak gini...",,5,Lebih dari 1 tahun lalu
Rorry,Scent: OK tp sayang SPL nya loyo banget. semoga bisa di improve lagi. Agak mahal lagi tidak masalah tapi performance nya sesuai. Suka banget sama scent nya.,,4,9 bulan lalu
Heru,duhh wanginyaaa.. fresh tetep seksi,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,10 bulan lalu
Luthfi,perfect masculine *** for office and night hang out,,5,3 bulan lalu
B***u,so far so good spl is not the best but smells rly good,,5,Lebih dari 1 tahun lalu
D***u,"menurutku wanginya enak,agak strong waktu di awal tahannya sampe3-4 jam",,4,Lebih dari 1 tahun lalu
Yudhi,"pembelian ke - 2 , dibanding pembelian pertama seri batavia, sunset in sumba lebih asik sih  gak terlalu berat, dry down nya otentik :)",,5,6 bulan lalu
F***z,"Wanginya enak, cuma belum biasaa ajaa",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Alvin,"gw puas banget sama feel unboxing nya, untuk aroma nya kaya gak asing dihidung gw, warm and spicy nya gw suka !",,4,9 bulan lalu
Jana,"Enak banget fragrancenya, cocok dan big value for money, will buy again for sure!",,5,Lebih dari 1 tahun lalu
a***m,"wanginya cocok buat acara2 formal. ga norak ga ********** suka banget. tapi untuk ketahanan lumayan cepet hilang, jadi hrus spray lagi kalau mau dpt wanginya terus. 9/10 sangat rekom 👍🏻",,5,Lebih dari 1 tahun lalu
Rio,"ternyata benerre... ini parfum lokal, kualitas dunia",,5,Lebih dari 1 tahun lalu
I***g,Mantab pengiriman cepat notesnya gokil semua. Maskulin tapi sopan 😝,,5,2 minggu lalu
Var,"suka baunya, maskulin dan halus tapi ttp tegas",,5,Lebih dari 1 tahun lalu
R***S,Susah sering beli disini wanginya enak  recomended,,5,1 bulan lalu
Gemma,Sebelumnya beli The Scent of Ubud dan sangat puas dengan aroma nya. Sama juga dengan yang sekarang....luv it,,5,9 bulan lalu
Febby,"Packaging aman bgt, wanginya enak dan awet",,5,Lebih dari 1 tahun lalu
D***n,"Ternyata agak mirip sama rasasi darej, enak 👍🏾",,5,1 bulan lalu
Bayu,wanginyaa beneran maniss jadi enak bgt kalo dipakai pas santai2,,5,Lebih dari 1 tahun lalu
A***s,"wangi apel manis & rempah, packaging bagus",,5,4 bulan lalu
T***k,"Packing aman, Kemasan keren, Wanginya enak awet kalem dan tidak terlalu menyengat",,5,Lebih dari 1 tahun lalu
M***d,"Barang cepat dikirim. Barang bagus, rekomendasi. Akan order lagi",,5,7 bulan lalu
A***n,Packagingnya selalu favorit. Tahan di kulit saya sampai 6 jam. Lebih smooth daripada edisi pertama tapi tetap bold dan warm banget. Definitely gonna use this as my signature night scent.,,5,10 bulan lalu
Michael,"Packaging proper, wangi enak, worth to try& buy",,5,Lebih dari 1 tahun lalu
Indra,"Awalnya ga yakin, tapi saya salah. Saya jatuh cinta dari semprotan pertama!! Bangga banget",,5,Lebih dari 1 tahun lalu
Sylvia,"wanginya sexy, lebih berat, kl cewe mungkin lebih ke nightime, tp cowo oke bgt pakai ini",,5,1 bulan lalu
H***o,"wangi nya special dan unik. dan yg paling penting enak banget👍👍  sekarang jd penasaran sama varian ""Apresiasi"". keep up the good work Project 1945🎉🎉",,5,Lebih dari 1 tahun lalu
S***i,"Sudah dua kali order parfum ""Sunset in Sumba"" dan ga pernah kecewa dengan aromanya. pengiriman juga cepat, admin responsif, mantep dah pokoknya....",,5,Lebih dari 1 tahun lalu
Muhammad,wanginya mirip the great batavia tetapi lebih spicy,,5,1 bulan lalu
Okky,"Alhamdulillah barang sampe dengan selamat, aroma parfum enak dan nyaman buat ibadah dan kerja",,5,10 bulan lalu
M***d,"baunya enak, aroma remoah rempahnya lumayan kuatt, kesannya warm & spicy. Cuman kurang di longevity nya aja sih😢",,5,4 bulan lalu
Edwin,"beh mantep banget, packing super aman. isinya juga norak, baunya enak kaya dupe parfum jutaan",,5,Lebih dari 1 tahun lalu
B***n,box dan botol nya ok banget fresh harumnya,,5,Lebih dari 1 tahun lalu
Ayu,"love bow its smells.... packing rapi, kirim cepet",,5,Lebih dari 1 tahun lalu
D***o,"Nice barang sampai dengan selamat, box nyaa juara banget built qualitynyaa next bakal order🫶",,5,Lebih dari 1 tahun lalu
Moss,"parfum lokal rasa internasional ...baunya laki2 banget .. mantulll , recomended bangettttt",,5,Lebih dari 1 tahun lalu
A***m,"asli sukaa,top note,middle,base enak semuaa",,5,Lebih dari 1 tahun lalu
M***d,Lumayan lah untuk kesan pertama nya untuk kekuatan wangi nya lumayan oke🙏,,4,Lebih dari 1 tahun lalu
Yoga,Kualitas parfumnya baguss 🧡 cm agak lama di pengirimannya aja,,5,Lebih dari 1 tahun lalu
Hasyim,aroma hit lavender terlindung dari nyamuk hingga 12 jam!!,,4,1 bulan lalu
E***n,Kirain dr bbrp reviewbakalan wow bgt ini produk ternyata g tahan lama,,3,Lebih dari 1 tahun lalu
M***d,"Suka banget wanginya, sangat amat cocok!!!!",,5,7 bulan lalu
I,"tidak pernah mengecewakan untuk produknyaa, cuma buat pilihan kurirnya tidak ada sameday/instant huhuhu",,5,Lebih dari 1 tahun lalu
M***d,Asli ini underpriced bgt ga boong😭🙏,,5,7 bulan lalu
K***d,Wanginya bener bener khas parfume cowo yang bold. Jadi kalo untuk perempuan yang lebih suka floral atau wangi yang soft akan ga cocok.,,5,10 bulan lalu
Ben,Parfum dengan kualitas melebihi harga jual 👍 TOP! sukses terus,,5,Lebih dari 1 tahun lalu
Riski,akan jadi brand parfum favorit!,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,6 bulan lalu
H***a,sorry to say tapi lebih demen yang V. 1 😅,,4,10 bulan lalu
Dipa,enak banget dipake kalo keluar malam,,5,Lebih dari 1 tahun lalu
iqbal,"daya tahan lama harumnya kurang banget, terlalu overrated. Ga recommend ! lebih baik HMNS. Spend money lebih tapi kualitas jauh !!  Jangan terlalu kemakan isu lebay kaya...",,1,10 bulan lalu
E***a,luvvv sukak bgt. berharap bakalan di kasi tester gituuu tadinya biar tau wangii yg lainn. tp gpp i tetep luv. next bamboe roencing atau the great batavia yaaa? hmm 🤔,,5,Lebih dari 1 tahun lalu
Javanica,"Pengiriman sangat ekspres, klo mau wangi yg khas/ unik ini sih jawabannya",,5,Lebih dari 1 tahun lalu
Mohammad,"my brother loves this fragrance. It fits his friendly, laidback, yet energetic and complex personality. plus, it captures the feel of ""sunset in sumba"" very well....",,5,2 bulan lalu
F***i,"yg lain pada dikasih sample, gw yg udah kasih note minta sample malah kaga dikasih. padahal pasti gw beli lagi kalau sample yg dikirim cocok. jadi males review",,4,1 bulan lalu
A***r,Ini adalah parfum yang menggoda di kala senja. Membuat orang yang kita lalui untuk memandangi dalam senyap. Aroma manja namun menggoda yang dapat merasuk sukma. Tiada pen...,,5,10 bulan lalu
Joe,Aroma enak tapi kurang tahan lama,,4,9 bulan lalu
Bayu,wanginya enak dan gk over👍,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Y***r,"Udah pernah nyobain, dan aromanya cocok buat saya.",,5,Lebih dari 1 tahun lalu
D***y,"wangi cukup unik, tahan sekitar 4 jam",,4,Lebih dari 1 tahun lalu
Winardi,"Repeat Order Sumba ke 2. pengen yg Batavia, tapi lagi belum restock. Pelayanan dan pengiriman selalu memuaskan.",,5,Lebih dari 1 tahun lalu
Historicall,seger banget okeii di tunggu restok great batavia,,5,Lebih dari 1 tahun lalu
R***S,Sudah ering banget beli disini wanginya enak banget,,5,1 bulan lalu
Rendy,sesuka itu sama wanginya.. bakal beli lagi. tapi mau coba yg batavia.,,5,Lebih dari 1 tahun lalu
B***g,🔥🔥🔥🔥🔥 Tinggal test ketahanan,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
arif,,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,3 bulan lalu
Harry,"nggak tahan, cuma 1 Jam an.. mending beli parfum lain deh",,2,6 bulan lalu
C***f,baunya nyaman banget!,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
J***i,"order lanjutan stlh coba bamboe roencing,, box mantap, paket aman & wangi enak utk night scent 👍🏻",,5,Lebih dari 1 tahun lalu
N***r,"wanginya cocok, packaging mantap",,5,6 bulan lalu
H***a,"sedih di-discontinue, aku suka bgt sunset in sumba :(",,5,Lebih dari 1 tahun lalu
Zaldi,Suka banget sama Sunset of Sumba. Sampe langsung beli 2 botol. ❤️,,5,Lebih dari 1 tahun lalu
D***l,wanginya oke banget buat suasana sore hari menuju ke malam,,5,Lebih dari 1 tahun lalu
N***g,The smell is different and really nice,,5,Lebih dari 1 tahun lalu
Noviardi,wewwww wanginyaa maskulinn machooooooooo cuyyyyy,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
D***o,Kena keringet makin mantep wanginya,,5,Lebih dari 1 tahun lalu
Ali,Pesanan sudah diterima n sampai dengan aman,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,8 bulan lalu
E***a,ini gokil banget sihhh.. aromanya bikin candu !!!,,5,Lebih dari 1 tahun lalu
Rachman,Best bgt wanginya. Produk lokal best,,5,4 bulan lalu
Chandra,"wanginya nenangin banget, enak 🥰",,5,10 bulan lalu
R***S,"ARA ARA ARAAAAAA MANTAP, ORIGINAL",,5,3 bulan lalu
reza,wangi nya kreeen,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
L***a,Wangi terbaik yang pernah dibuat parfum lokal.,,5,Lebih dari 1 tahun lalu
Bima,Project Sumba 2.0,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,9 bulan lalu
C***n,Sesuai pesanan. Wanginya enak 👍🏼,,5,Lebih dari 1 tahun lalu
Hermawan,"Wanginya awet, 👍🏼 kualitas",,5,Lebih dari 1 tahun lalu
Rudi,"Wanginya Calm, enak. Sesuai selera saya",,5,Lebih dari 1 tahun lalu
T***s,"Pengiriman cepat, Suka sama wanginya",,5,4 bulan lalu
F***i,wanginya hangat cowok banget,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,9 bulan lalu
Andika,Mantap sih ini beneran,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
F***y,Mantap wanginnya sukaaaaa,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
faruq,Best. Oke wanginya,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
R***l,"Sesuai ekspektasi, next pengen cobain yg ubud :D",,5,Lebih dari 1 tahun lalu
S***d,Lovely scent,"https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg, https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg",5,Lebih dari 1 tahun lalu
Ignatius,wanginya enak benerrrr,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Muhammad,mantab wanginya.. bukan wangi pasaran..,,5,2 bulan lalu
Ryuzaki,Cakep,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,10 bulan lalu
R***i,mantep wangi nya. rekomended banget,,5,1 bulan lalu
YSD,"sesuai iklan , bau nya enakss",,5,Lebih dari 1 tahun lalu
Markohan,Love the smell!!!,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Dwi,2 kali beli parfum ini ga pernah mengecewakan,,5,2 bulan lalu
N***a,"keren bgt packagingnyaa suka, belom coba baunya soalnya buat kado",,5,Lebih dari 1 tahun lalu
A***r,Pelayanan cepat dan baik,,5,Lebih dari 1 tahun lalu
Niken,wanginya maskulin seger👍,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
A***a,"Blind buy, semoga cocok.",https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,9 bulan lalu
Kenny,Best 👍,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,10 bulan lalu
h***i,"mantap, wanginya enak banget",,5,Lebih dari 1 tahun lalu
N***l,Suka banget wanginya kaaa,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
f***i,kelasss,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
t***o,Selalu jadi yang terbaik,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
Galih,kualitas bagus,,5,Lebih dari 1 tahun lalu
Anggit,wangi nya oke packing aman,,5,6 bulan lalu
E***k,"cocok aromanya, laki nya pas",,5,1 bulan lalu
Rizal,Super rekomen!!,https://assets.tokopedia.net/assets-tokopedia-lite/v2/zeus/kratos/85cc883d.svg,5,Lebih dari 1 tahun lalu
K***n,"Wanginya enak, sesuai harga",,5,4 bulan lalu
